time,output_power,wind_speed,temperature,pressure
2010-01-10 02:00:00+01:00,2266820.971733252,5.0350199999999985,266.89,99668.3
2010-01-10 03:00:00+01:00,2117027.2191987867,4.80961,266.91,99685.7
2010-01-10 04:00:00+01:00,2309255.372803878,4.65143,266.92,99695.5
2010-01-10 05:00:00+01:00,1880721.8528947488,4.53305,266.94,99706.8
2010-01-10 06:00:00+01:00,1733898.9580163122,4.2398,266.96,99729.9
2010-01-10 07:00:00+01:00,1162328.148045563,3.94868,266.98,99758.5
2010-01-10 08:00:00+01:00,1423272.541124369,3.70013,267.02,99796.5
2010-01-10 09:00:00+01:00,1126928.1519587198,3.59344,267.24,99834.5
2010-01-10 10:00:00+01:00,1465316.3588010015,3.60151,267.56,99852.9
2010-01-10 11:00:00+01:00,1153282.1886290512,3.48605,267.86,99881.4
2010-01-10 12:00:00+01:00,979638.3051788384,3.214,267.98,99929.9
2010-01-10 13:00:00+01:00,738903.3012716563,2.62054,267.97,99981.7
2010-01-10 14:00:00+01:00,350214.47156206315,2.14394,267.95,100030.0
2010-01-10 15:00:00+01:00,294615.15424745076,1.85801,267.92,100077.0
2010-01-10 16:00:00+01:00,265427.36010785826,1.65442,267.88,100111.0
2010-01-10 17:00:00+01:00,329642.28169400233,1.5025,267.89,100134.0
2010-01-10 18:00:00+01:00,230203.6282609429,1.41785,267.91,100154.0
2010-01-10 19:00:00+01:00,287686.1759973233,1.35012,267.94,100171.0
2010-01-10 20:00:00+01:00,161852.29979622713,1.28467,267.96,100181.0
2010-01-10 21:00:00+01:00,177440.27698470233,1.38391,267.97,100182.0
2010-01-10 22:00:00+01:00,410719.41440746776,1.51474,267.99,100189.0
2010-01-10 23:00:00+01:00,297906.3744967405,1.57934,268.03,100207.0
2010-01-11 00:00:00+01:00,212584.79235829352,1.55952,268.08,100233.0
2010-01-11 01:00:00+01:00,240304.9822185641,1.58649,268.1,100252.0
2010-01-11 02:00:00+01:00,288295.3418932125,1.79226,268.11,100253.0
2010-01-11 03:00:00+01:00,276537.168246157,1.8267,268.14,100253.0
2010-01-11 04:00:00+01:00,382418.4693311844,1.6861099999999998,268.17,100260.0
2010-01-11 05:00:00+01:00,273339.8277575273,1.6846900000000002,268.2,100264.0
2010-01-11 06:00:00+01:00,299836.0814211486,1.75722,268.23,100258.0
2010-01-11 07:00:00+01:00,282982.38252987026,1.85244,268.27,100252.0
